Time,Type,Command,Duration
10/Feb/2026 06:58:29,Connect,dbuser on BCG using TCP/IP,
30/Jan/2026 15:27:15,Query,SELECT username FROM users WHERE userid = 7677,24
07/Feb/2026 18:51:12,Connect,dbuser on BCG using TCP/IP,
24/Feb/2026 00:04:53,Connect,admin on BCG using TCP/IP,
25/Jan/2026 20:21:05,Query,SELECT * FROM users WHERE userid = 8725,12
20/Feb/2026 03:38:47,Connect,dbuser on BCG using TCP/IP,
29/Jan/2026 07:50:00,Query,SELECT * FROM users WHERE userid = 9060,38
08/Feb/2026 01:59:07,Query,UPDATE products SET stock = stock - 1 WHERE productid = 4317,43
02/Feb/2026 11:49:11,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (1296, FS-SG-G03, 4)",11
23/Feb/2026 07:35:16,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia49, 1e3f0e4291be8533bce600d32c41da4fecfd0204, John, Miller, elizabeth92@hotmail.com)",19
16/Feb/2026 07:47:55,Connect,webapp on BCG using TCP/IP,
16/Feb/2026 08:55:14,Query,SELECT username FROM users WHERE userid = 9169,8
10/Feb/2026 06:41:38,Connect,webapp on BCG using TCP/IP,
12/Feb/2026 22:58:24,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3012, MB-AG-G07, 3)",65
12/Feb/2026 06:56:43,Query,SELECT * FROM users WHERE userid = 2008,29
04/Feb/2026 05:42:28,Query,SELECT username FROM users WHERE userid = 8175,27
20/Feb/2026 00:52:52,Connect,admin on BCG using TCP/IP,
17/Feb/2026 06:44:46,Connect,dbuser on BCG using TCP/IP,
25/Jan/2026 09:19:08,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (linda94, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Jennifer, Williams, michael40@gmail.com)",47
22/Feb/2026 19:36:11,Query,SELECT * FROM creditcard WHERE userid = 9559,44
11/Feb/2026 12:34:29,Connect,dbuser on BCG using TCP/IP,
28/Jan/2026 19:55:42,Query,SELECT ccexpire FROM creditcard WHERE userid = 8214,11
08/Feb/2026 11:45:40,Query,UPDATE products SET stock = stock - 1 WHERE productid = 2836,32
30/Jan/2026 17:39:02,Query,SELECT email FROM users WHERE userid = 8119,21
20/Feb/2026 10:00:27,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6361, MB-AG-G07, 1)",71
12/Feb/2026 07:11:14,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7263, MB-AG-G07, 3)",17
05/Feb/2026 15:16:53,Connect,dbuser on BCG using TCP/IP,
07/Feb/2026 10:25:05,Connect,webapp on BCG using TCP/IP,
08/Feb/2026 05:25:34,Query,UPDATE users SET email = jennifer@hotmail.com WHERE userid = 6102,33
05/Feb/2026 00:21:24,Query,SELECT * FROM users WHERE userid = 2090,44
07/Feb/2026 23:53:52,Connect,webapp on BCG using TCP/IP,
15/Feb/2026 10:45:21,Query,UPDATE users SET email = mary@company.com WHERE userid = 8632,58
31/Jan/2026 06:23:56,Query,UPDATE products SET stock = stock - 1 WHERE productid = 7483,24
12/Feb/2026 09:23:44,Query,SELECT ccexpire FROM creditcard WHERE userid = 3924,11
06/Feb/2026 22:50:57,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (9972, FS-SG-G03, 4)",20
11/Feb/2026 02:42:29,Query,SELECT * FROM users WHERE userid = 9481,28
14/Feb/2026 18:44:27,Query,UPDATE users SET email = linda@hotmail.com WHERE userid = 4320,80
15/Feb/2026 19:30:23,Query,SELECT email FROM users WHERE userid = 2879,23
27/Jan/2026 11:08:16,Query,SELECT email FROM users WHERE userid = 3872,31
13/Feb/2026 10:17:01,Query,SELECT username FROM users WHERE userid = 3503,25
14/Feb/2026 02:27:12,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7531, MB-AG-G07, 3)",80
05/Feb/2026 02:23:20,Query,SELECT username FROM users WHERE userid = 1808,38
04/Feb/2026 07:55:33,Query,SELECT * FROM creditcard WHERE userid = 8358,40
23/Feb/2026 20:43:04,Connect,webapp on BCG using TCP/IP,
30/Jan/2026 19:07:12,Query,UPDATE users SET email = linda@company.com WHERE userid = 8261,100
03/Feb/2026 14:44:40,Connect,dbuser on BCG using TCP/IP,
11/Feb/2026 01:19:24,Query,SELECT email FROM users WHERE userid = 2757,21
15/Feb/2026 17:52:35,Query,SELECT ccexpire FROM creditcard WHERE userid = 1642,37
28/Jan/2026 15:44:46,Query,DELETE FROM sessions WHERE userid = 3986,10
01/Feb/2026 09:40:07,Query,SELECT * FROM creditcard WHERE userid = 4510,14
08/Feb/2026 23:07:11,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (john54, 1e3f0e4291be8533bce600d32c41da4fecfd0204, James, Martinez, robert46@yahoo.com)",22
17/Feb/2026 10:43:09,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7907, WSC-MG-G10, 5)",78
17/Feb/2026 04:01:06,Query,SELECT * FROM creditcard WHERE userid = 4011,41
15/Feb/2026 04:50:35,Query,SELECT * FROM users WHERE userid = 8765,9
31/Jan/2026 18:25:26,Query,SELECT email FROM users WHERE userid = 2497,46
10/Feb/2026 10:49:05,Query,SELECT username FROM users WHERE userid = 4019,28
01/Feb/2026 06:23:53,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert53, 1e3f0e4291be8533bce600d32c41da4fecfd0204, John, Martinez, elizabeth53@hotmail.com)",20
23/Feb/2026 04:26:34,Query,SELECT ccexpire FROM creditcard WHERE userid = 7387,29
18/Feb/2026 21:13:05,Query,SELECT ccexpire FROM creditcard WHERE userid = 9985,20
19/Feb/2026 10:57:27,Query,SELECT * FROM users WHERE userid = 9426,6
21/Feb/2026 21:48:32,Connect,admin on BCG using TCP/IP,
02/Feb/2026 01:13:13,Connect,webapp on BCG using TCP/IP,
29/Jan/2026 21:18:17,Query,SELECT username FROM users WHERE userid = 2542,30
22/Feb/2026 08:24:09,Connect,webapp on BCG using TCP/IP,
31/Jan/2026 19:29:06,Query,SELECT username FROM users WHERE userid = 1715,24
14/Feb/2026 13:22:00,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (james85, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Patricia, Davis, michael11@yahoo.com)",75
06/Feb/2026 11:27:02,Query,SELECT ccexpire FROM creditcard WHERE userid = 5802,42
22/Feb/2026 08:23:10,Query,DELETE FROM sessions WHERE userid = 5066,23
10/Feb/2026 21:13:16,Query,SELECT email FROM users WHERE userid = 2054,24
26/Jan/2026 13:33:16,Connect,webapp on BCG using TCP/IP,
23/Feb/2026 19:59:47,Query,DELETE FROM sessions WHERE userid = 3308,30
01/Feb/2026 07:43:17,Connect,admin on BCG using TCP/IP,
28/Jan/2026 20:00:37,Connect,dbuser on BCG using TCP/IP,
17/Feb/2026 14:54:16,Query,SELECT * FROM users WHERE userid = 4477,37
17/Feb/2026 02:39:50,Query,DELETE FROM sessions WHERE userid = 1728,9
22/Feb/2026 19:01:45,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7124, PZ-SG-G05, 1)",11
06/Feb/2026 20:00:51,Query,SELECT * FROM users WHERE userid = 7220,11
29/Jan/2026 12:51:28,Query,DELETE FROM sessions WHERE userid = 6759,28
03/Feb/2026 16:31:02,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2421, WC-SH-A01, 3)",27
26/Jan/2026 22:50:04,Connect,webapp on BCG using TCP/IP,
10/Feb/2026 00:45:10,Connect,admin on BCG using TCP/IP,
16/Feb/2026 20:11:02,Query,UPDATE users SET email = william@example.org WHERE userid = 3802,100
28/Jan/2026 03:45:17,Connect,dbuser on BCG using TCP/IP,
21/Feb/2026 21:33:39,Query,SELECT ccexpire FROM creditcard WHERE userid = 9046,31
22/Feb/2026 03:01:32,Query,SELECT * FROM creditcard WHERE userid = 2807,41
30/Jan/2026 13:54:33,Query,SELECT * FROM creditcard WHERE userid = 6499,32
19/Feb/2026 15:09:46,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1379,79
01/Feb/2026 07:18:27,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3672, FS-SG-G03, 2)",56
27/Jan/2026 21:38:03,Connect,dbuser on BCG using TCP/IP,
27/Jan/2026 00:58:09,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (james28, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Rodriguez, elizabeth20@company.com)",65
07/Feb/2026 01:39:46,Query,SELECT * FROM creditcard WHERE userid = 3212,32
09/Feb/2026 20:06:47,Query,SELECT email FROM users WHERE userid = 2698,9
22/Feb/2026 06:58:19,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (5506, PZ-SG-G05, 1)",35
16/Feb/2026 02:51:26,Connect,dbuser on BCG using TCP/IP,
18/Feb/2026 15:07:40,Query,SELECT username FROM users WHERE userid = 2611,44
26/Jan/2026 18:22:32,Query,SELECT ccexpire FROM creditcard WHERE userid = 6164,26
07/Feb/2026 01:30:22,Query,SELECT * FROM users WHERE userid = 9922,14
19/Feb/2026 14:53:12,Connect,webapp on BCG using TCP/IP,
01/Feb/2026 13:51:13,Query,SELECT ccexpire FROM creditcard WHERE userid = 5945,36
11/Feb/2026 01:35:26,Query,UPDATE products SET stock = stock - 1 WHERE productid = 8325,59
17/Feb/2026 19:53:01,Connect,webapp on BCG using TCP/IP,
01/Feb/2026 03:36:19,Query,UPDATE users SET email = linda@company.com WHERE userid = 8335,58
07/Feb/2026 21:55:14,Connect,dbuser on BCG using TCP/IP,
20/Feb/2026 16:39:12,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (william34, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Brown, patricia16@gmail.com)",68
13/Feb/2026 19:16:08,Connect,admin on BCG using TCP/IP,
30/Jan/2026 08:34:30,Query,SELECT * FROM creditcard WHERE userid = 8787,46
25/Jan/2026 19:05:51,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7012, BS-AG-G09, 5)",37
21/Feb/2026 20:45:43,Query,SELECT * FROM creditcard WHERE userid = 5391,23
17/Feb/2026 17:01:46,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (elizabeth75, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Davis, michael75@yahoo.com)",90
19/Feb/2026 21:14:41,Connect,dbuser on BCG using TCP/IP,
23/Feb/2026 22:21:45,Connect,admin on BCG using TCP/IP,
31/Jan/2026 16:51:34,Connect,admin on BCG using TCP/IP,
16/Feb/2026 18:54:03,Query,SELECT * FROM users WHERE userid = 9423,5
30/Jan/2026 17:17:06,Query,DELETE FROM sessions WHERE userid = 7376,11
20/Feb/2026 20:52:39,Query,UPDATE users SET email = michael@company.com WHERE userid = 4285,97
05/Feb/2026 02:38:58,Query,SELECT ccexpire FROM creditcard WHERE userid = 3291,13
29/Jan/2026 20:20:50,Query,SELECT ccexpire FROM creditcard WHERE userid = 9026,12
31/Jan/2026 14:35:00,Query,DELETE FROM sessions WHERE userid = 2785,7
27/Jan/2026 02:25:51,Query,SELECT * FROM creditcard WHERE userid = 4743,36
09/Feb/2026 14:57:29,Query,UPDATE users SET email = linda@yahoo.com WHERE userid = 7325,75
14/Feb/2026 03:15:43,Query,SELECT email FROM users WHERE userid = 4112,40
03/Feb/2026 06:36:03,Query,UPDATE products SET stock = stock - 1 WHERE productid = 3172,29
29/Jan/2026 19:13:29,Connect,dbuser on BCG using TCP/IP,
17/Feb/2026 17:43:34,Query,SELECT ccexpire FROM creditcard WHERE userid = 3460,27
01/Feb/2026 23:11:52,Query,SELECT * FROM users WHERE userid = 3040,35
14/Feb/2026 15:50:25,Connect,dbuser on BCG using TCP/IP,
27/Jan/2026 12:07:38,Connect,dbuser on BCG using TCP/IP,
07/Feb/2026 16:11:40,Query,SELECT * FROM users WHERE userid = 2169,7
25/Jan/2026 22:30:08,Connect,dbuser on BCG using TCP/IP,
17/Feb/2026 15:54:29,Connect,webapp on BCG using TCP/IP,
19/Feb/2026 18:32:59,Query,DELETE FROM sessions WHERE userid = 1459,10
04/Feb/2026 13:02:19,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (mary62, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Elizabeth, Williams, michael57@example.org)",91
07/Feb/2026 05:33:08,Connect,dbuser on BCG using TCP/IP,
21/Feb/2026 22:14:40,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1692,56
26/Jan/2026 03:11:50,Query,UPDATE users SET email = elizabeth@example.org WHERE userid = 4469,90
22/Feb/2026 10:31:33,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (1350, WC-SH-T02, 2)",45
02/Feb/2026 02:21:43,Query,SELECT email FROM users WHERE userid = 4521,16
28/Jan/2026 20:55:10,Query,SELECT * FROM users WHERE userid = 8850,16
19/Feb/2026 16:57:28,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6630, CU-PG-G06, 3)",65
21/Feb/2026 06:42:04,Query,SELECT email FROM users WHERE userid = 5415,6
27/Jan/2026 20:37:37,Query,SELECT * FROM users WHERE userid = 8491,48
21/Feb/2026 01:36:26,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2830, WC-SH-G04, 4)",35
10/Feb/2026 19:50:52,Query,UPDATE users SET email = patricia@hotmail.com WHERE userid = 9107,93
28/Jan/2026 19:52:43,Query,SELECT * FROM creditcard WHERE userid = 7148,17
03/Feb/2026 19:32:07,Query,SELECT username FROM users WHERE userid = 6772,39
04/Feb/2026 10:47:57,Query,UPDATE users SET email = michael@gmail.com WHERE userid = 8234,97
12/Feb/2026 17:41:14,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (mary73, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Elizabeth, Rodriguez, james24@hotmail.com)",51
13/Feb/2026 07:52:49,Query,DELETE FROM sessions WHERE userid = 8779,23
20/Feb/2026 23:06:09,Query,SELECT email FROM users WHERE userid = 7404,31
04/Feb/2026 13:42:54,Query,SELECT * FROM creditcard WHERE userid = 5746,28
08/Feb/2026 00:19:20,Query,SELECT username FROM users WHERE userid = 9016,21
01/Feb/2026 14:50:55,Query,DELETE FROM sessions WHERE userid = 1394,23
02/Feb/2026 23:59:04,Query,UPDATE users SET email = john@hotmail.com WHERE userid = 4215,16
04/Feb/2026 03:52:58,Connect,dbuser on BCG using TCP/IP,
18/Feb/2026 15:35:40,Query,DELETE FROM sessions WHERE userid = 8761,22
07/Feb/2026 10:07:51,Connect,webapp on BCG using TCP/IP,
05/Feb/2026 18:15:39,Query,SELECT username FROM users WHERE userid = 6393,27
01/Feb/2026 10:10:28,Query,SELECT ccexpire FROM creditcard WHERE userid = 4463,20
26/Jan/2026 00:36:35,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (elizabeth34, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Davis, mary44@gmail.com)",65
20/Feb/2026 16:59:41,Connect,dbuser on BCG using TCP/IP,
28/Jan/2026 14:49:43,Query,UPDATE products SET stock = stock - 1 WHERE productid = 3934,24
20/Feb/2026 02:33:45,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer90, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Johnson, patricia61@yahoo.com)",25
04/Feb/2026 14:06:17,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2913, MB-AG-G07, 1)",62
20/Feb/2026 23:36:08,Connect,webapp on BCG using TCP/IP,
19/Feb/2026 00:40:05,Query,DELETE FROM sessions WHERE userid = 3606,12
13/Feb/2026 11:46:57,Query,SELECT username FROM users WHERE userid = 5957,24
14/Feb/2026 15:07:53,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (elizabeth67, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Garcia, james50@yahoo.com)",29
17/Feb/2026 16:14:08,Query,SELECT email FROM users WHERE userid = 3024,21
14/Feb/2026 17:36:23,Query,SELECT * FROM users WHERE userid = 8451,46
06/Feb/2026 13:14:21,Query,SELECT * FROM creditcard WHERE userid = 4402,31
23/Feb/2026 15:50:26,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert52, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Elizabeth, Martinez, william90@hotmail.com)",84
25/Jan/2026 07:52:43,Query,DELETE FROM sessions WHERE userid = 1288,24
31/Jan/2026 23:44:54,Query,SELECT username FROM users WHERE userid = 2107,15
02/Feb/2026 21:24:20,Query,SELECT * FROM users WHERE userid = 9851,48
13/Feb/2026 12:24:44,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (james47, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Jennifer, Davis, jennifer22@company.com)",45
07/Feb/2026 12:14:38,Query,SELECT email FROM users WHERE userid = 9777,36
08/Feb/2026 00:08:28,Connect,admin on BCG using TCP/IP,
06/Feb/2026 05:57:19,Query,DELETE FROM sessions WHERE userid = 6148,24
07/Feb/2026 18:30:36,Query,SELECT username FROM users WHERE userid = 2917,28
10/Feb/2026 21:51:26,Query,UPDATE users SET email = robert@yahoo.com WHERE userid = 3260,37
15/Feb/2026 02:05:23,Query,SELECT * FROM users WHERE userid = 5268,37
26/Jan/2026 10:15:26,Query,DELETE FROM sessions WHERE userid = 1384,17
30/Jan/2026 01:33:47,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (william31, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Elizabeth, Miller, elizabeth65@hotmail.com)",98
13/Feb/2026 19:14:31,Query,SELECT * FROM creditcard WHERE userid = 8058,14
08/Feb/2026 07:13:06,Query,SELECT ccexpire FROM creditcard WHERE userid = 9321,33
25/Jan/2026 14:58:34,Query,SELECT username FROM users WHERE userid = 8131,32
08/Feb/2026 12:37:32,Query,SELECT * FROM creditcard WHERE userid = 5001,5
31/Jan/2026 02:12:35,Query,SELECT * FROM users WHERE userid = 3582,47
02/Feb/2026 11:52:23,Connect,admin on BCG using TCP/IP,
18/Feb/2026 01:41:57,Query,SELECT username FROM users WHERE userid = 8140,43
06/Feb/2026 07:19:01,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2003, WSC-MG-G10, 4)",37
02/Feb/2026 10:58:35,Query,SELECT * FROM users WHERE userid = 4763,5
22/Feb/2026 02:44:42,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2695, WC-SH-A02, 3)",86
26/Jan/2026 21:41:21,Query,SELECT ccexpire FROM creditcard WHERE userid = 8021,43
02/Feb/2026 00:24:16,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3663, SC-MG-G10, 4)",18
13/Feb/2026 11:30:32,Query,SELECT * FROM creditcard WHERE userid = 8593,22
09/Feb/2026 22:14:50,Query,SELECT email FROM users WHERE userid = 7310,42
04/Feb/2026 22:43:50,Query,SELECT * FROM creditcard WHERE userid = 4798,30
11/Feb/2026 13:32:41,Connect,dbuser on BCG using TCP/IP,
22/Feb/2026 00:05:57,Connect,webapp on BCG using TCP/IP,
30/Jan/2026 07:31:19,Query,SELECT ccexpire FROM creditcard WHERE userid = 5396,41
05/Feb/2026 03:50:44,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer51, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Elizabeth, Garcia, elizabeth97@company.com)",62
13/Feb/2026 09:40:25,Query,SELECT ccexpire FROM creditcard WHERE userid = 7489,46
02/Feb/2026 10:35:48,Query,SELECT * FROM creditcard WHERE userid = 3662,29
31/Jan/2026 23:23:46,Query,DELETE FROM sessions WHERE userid = 8706,12
30/Jan/2026 06:59:56,Connect,admin on BCG using TCP/IP,
09/Feb/2026 13:05:44,Query,SELECT * FROM creditcard WHERE userid = 6887,9
08/Feb/2026 07:12:04,Query,DELETE FROM sessions WHERE userid = 5781,10
02/Feb/2026 00:59:03,Connect,admin on BCG using TCP/IP,
19/Feb/2026 19:13:06,Query,DELETE FROM sessions WHERE userid = 1269,18
23/Feb/2026 15:35:21,Query,DELETE FROM sessions WHERE userid = 1332,28
28/Jan/2026 00:56:30,Query,DELETE FROM sessions WHERE userid = 9241,17
21/Feb/2026 06:16:37,Query,SELECT * FROM users WHERE userid = 2811,47
09/Feb/2026 18:07:24,Connect,admin on BCG using TCP/IP,
17/Feb/2026 13:38:25,Query,DELETE FROM sessions WHERE userid = 1501,22
12/Feb/2026 09:02:36,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (4152, FI-AG-G08, 2)",92
15/Feb/2026 08:32:19,Query,SELECT ccexpire FROM creditcard WHERE userid = 7957,35
19/Feb/2026 18:51:17,Query,SELECT * FROM users WHERE userid = 6939,6
29/Jan/2026 16:29:50,Query,DELETE FROM sessions WHERE userid = 7676,23
30/Jan/2026 20:44:45,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1433,26
01/Feb/2026 07:59:47,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (william59, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Jennifer, Jones, jennifer82@company.com)",50
05/Feb/2026 22:59:06,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (elizabeth78, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Mary, Johnson, james67@gmail.com)",54
23/Feb/2026 17:44:37,Query,DELETE FROM sessions WHERE userid = 9772,12
10/Feb/2026 20:32:48,Query,SELECT * FROM creditcard WHERE userid = 5560,22
19/Feb/2026 18:07:14,Query,SELECT * FROM users WHERE userid = 3463,41
26/Jan/2026 09:37:52,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3152, MB-AG-G07, 4)",72
20/Feb/2026 20:54:25,Query,UPDATE products SET stock = stock - 1 WHERE productid = 3932,60
19/Feb/2026 22:34:13,Query,DELETE FROM sessions WHERE userid = 7174,23
23/Feb/2026 23:49:38,Query,SELECT * FROM users WHERE userid = 8238,32
04/Feb/2026 04:09:44,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5811,15
24/Feb/2026 03:18:24,Query,SELECT username FROM users WHERE userid = 5623,7
21/Feb/2026 22:58:19,Query,DELETE FROM sessions WHERE userid = 7886,19
13/Feb/2026 20:58:49,Connect,admin on BCG using TCP/IP,
27/Jan/2026 09:02:00,Query,UPDATE users SET email = james@gmail.com WHERE userid = 8524,49
10/Feb/2026 23:30:59,Query,UPDATE users SET email = elizabeth@yahoo.com WHERE userid = 8914,28
16/Feb/2026 14:08:01,Query,SELECT * FROM users WHERE userid = 3399,44
01/Feb/2026 18:04:51,Query,SELECT username FROM users WHERE userid = 3021,43
25/Jan/2026 23:58:16,Connect,webapp on BCG using TCP/IP,
03/Feb/2026 20:12:33,Query,SELECT ccexpire FROM creditcard WHERE userid = 9114,26
06/Feb/2026 03:21:41,Connect,admin on BCG using TCP/IP,
08/Feb/2026 15:45:10,Query,SELECT * FROM creditcard WHERE userid = 6209,20
07/Feb/2026 05:54:12,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7962, CU-PG-G06, 5)",70
09/Feb/2026 19:43:55,Query,UPDATE products SET stock = stock - 1 WHERE productid = 7360,44
26/Jan/2026 23:28:31,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3323, PZ-SG-G05, 4)",51
31/Jan/2026 18:25:21,Query,SELECT email FROM users WHERE userid = 5764,40
02/Feb/2026 23:07:31,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5102,48
06/Feb/2026 09:07:31,Query,SELECT * FROM users WHERE userid = 7399,49
18/Feb/2026 11:04:13,Query,SELECT * FROM users WHERE userid = 7605,28
07/Feb/2026 05:32:30,Query,SELECT username FROM users WHERE userid = 8901,32
31/Jan/2026 15:45:00,Query,DELETE FROM sessions WHERE userid = 2181,10
17/Feb/2026 06:20:01,Connect,webapp on BCG using TCP/IP,
01/Feb/2026 20:07:42,Query,SELECT * FROM creditcard WHERE userid = 3888,41
03/Feb/2026 23:42:08,Query,SELECT * FROM users WHERE userid = 8232,25
05/Feb/2026 19:39:11,Query,DELETE FROM sessions WHERE userid = 5830,25
18/Feb/2026 19:29:23,Query,SELECT email FROM users WHERE userid = 9893,43
20/Feb/2026 17:20:11,Connect,webapp on BCG using TCP/IP,
04/Feb/2026 04:08:39,Connect,webapp on BCG using TCP/IP,
27/Jan/2026 05:45:35,Query,DELETE FROM sessions WHERE userid = 4691,10
25/Jan/2026 10:39:42,Connect,webapp on BCG using TCP/IP,
28/Jan/2026 05:48:54,Connect,admin on BCG using TCP/IP,
25/Jan/2026 19:38:23,Query,SELECT * FROM users WHERE userid = 2169,40
10/Feb/2026 04:16:30,Query,DELETE FROM sessions WHERE userid = 9111,7
24/Feb/2026 06:26:06,Connect,admin on BCG using TCP/IP,
06/Feb/2026 03:50:28,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (5649, FS-SG-G03, 2)",27
28/Jan/2026 04:36:46,Query,SELECT username FROM users WHERE userid = 5522,32
14/Feb/2026 23:37:51,Query,DELETE FROM sessions WHERE userid = 4236,26
15/Feb/2026 16:12:28,Query,DELETE FROM sessions WHERE userid = 5863,22
22/Feb/2026 09:27:01,Query,SELECT * FROM users WHERE userid = 1414,25
13/Feb/2026 03:32:06,Query,SELECT ccexpire FROM creditcard WHERE userid = 1464,21
16/Feb/2026 08:30:21,Connect,dbuser on BCG using TCP/IP,
28/Jan/2026 17:40:57,Query,SELECT email FROM users WHERE userid = 2587,18
15/Feb/2026 05:33:06,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2650, WC-SH-A02, 5)",89
10/Feb/2026 19:17:30,Query,SELECT username FROM users WHERE userid = 7414,15
11/Feb/2026 17:49:05,Query,SELECT username FROM users WHERE userid = 3174,33
25/Jan/2026 07:13:52,Query,SELECT username FROM users WHERE userid = 6545,21
08/Feb/2026 01:48:17,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (8902, FI-AG-G08, 2)",27
19/Feb/2026 00:30:27,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6128, GT-SC-G01, 2)",58
23/Feb/2026 19:02:41,Query,SELECT ccexpire FROM creditcard WHERE userid = 4946,19
22/Feb/2026 19:45:22,Query,UPDATE users SET email = linda@example.org WHERE userid = 6151,31
18/Feb/2026 21:16:58,Connect,admin on BCG using TCP/IP,
10/Feb/2026 17:52:24,Query,SELECT * FROM creditcard WHERE userid = 1178,11
18/Feb/2026 05:26:05,Query,UPDATE users SET email = robert@yahoo.com WHERE userid = 8864,62
30/Jan/2026 01:51:32,Query,SELECT * FROM creditcard WHERE userid = 8510,43
05/Feb/2026 08:25:42,Connect,admin on BCG using TCP/IP,
07/Feb/2026 01:05:05,Connect,webapp on BCG using TCP/IP,
14/Feb/2026 00:54:58,Query,SELECT ccexpire FROM creditcard WHERE userid = 3241,38
06/Feb/2026 23:04:22,Connect,admin on BCG using TCP/IP,
23/Feb/2026 17:55:43,Query,UPDATE users SET email = james@example.org WHERE userid = 7188,35
18/Feb/2026 01:39:00,Query,SELECT email FROM users WHERE userid = 7780,27
27/Jan/2026 13:28:02,Query,SELECT username FROM users WHERE userid = 1181,47
23/Feb/2026 13:22:35,Query,SELECT * FROM users WHERE userid = 2186,13
01/Feb/2026 13:18:03,Query,SELECT ccexpire FROM creditcard WHERE userid = 5971,5
09/Feb/2026 02:02:31,Connect,webapp on BCG using TCP/IP,
17/Feb/2026 21:27:14,Query,SELECT * FROM creditcard WHERE userid = 8577,38
05/Feb/2026 16:30:17,Query,SELECT email FROM users WHERE userid = 3135,36
26/Jan/2026 14:43:23,Query,UPDATE users SET email = william@gmail.com WHERE userid = 5095,43
05/Feb/2026 03:03:23,Query,UPDATE users SET email = mary@company.com WHERE userid = 5727,64
28/Jan/2026 18:17:54,Query,DELETE FROM sessions WHERE userid = 4686,16
11/Feb/2026 05:49:44,Query,SELECT * FROM users WHERE userid = 5010,10
